story,countrylist,startdate,articles
54948,United States|South Africa,6/23/2011,2
25899,United States,6/10/2003,2
25898,United States,6/10/2003,2
20957,United States|Ireland,2/19/2002,3
20956,United States,2/20/2002,3
49879,United Kingdom|Australia,1/26/2010,3
9899,United States|Unknown,8/9/1999,2
29901,United States,6/25/2004,2
29900,United States,6/24/2004,2
29903,Unknown,6/25/2004,2
29902,New Zealand,6/25/2004,2
29905,United States,6/26/2004,2
29904,Unknown,6/26/2004,2
29907,United States,6/26/2004,2
29906,Canada|Unknown,6/26/2004,2
29909,United States|Unknown,6/26/2004,3
29908,United States,6/26/2004,2
7343,United States|Unknown,1/21/1999,9
47655,United Kingdom,5/13/2009,2
47654,United States,5/13/2009,2
47657,Unknown,5/14/2009,2
47656,United States|South Africa,5/14/2009,2
47651,United States,5/9/2009,3
47650,United States|Unknown,5/13/2009,2
47653,India,5/13/2009,2
47652,United States,5/13/2009,2
49878,Unknown,2/1/2010,2
7341,Canada,1/21/1999,2
47659,United States|Unknown,5/14/2009,2
47658,United Kingdom|United States|New Zealand|Canada,4/28/2009,12
25896,United States,6/10/2003,2
48931,United States|Unknown,10/26/2009,3
48930,China,10/26/2009,2
48933,Unknown,10/26/2009,2
48932,United States|Unknown,10/26/2009,2
48935,United States,10/26/2009,4
29129,Ireland,4/14/2004,2
48937,United States,10/26/2009,2
48936,Unknown,10/20/2009,2
48939,United States,10/26/2009,3
48938,Unknown,10/26/2009,2
25894,United States|Unknown,6/10/2003,2
56739,India,12/16/2011,4
7348,Canada|Unknown,1/28/1999,2
7349,Canada|Unknown,1/28/1999,2
42470,United States,9/5/2007,3
7548,United States|Libya,2/9/1999,4
7549,United States,2/10/1999,2
42471,Netherlands|South Africa,9/5/2007,2
7540,United States|France,2/9/1999,4
7541,Australia,2/10/1999,4
7542,United States,2/10/1999,2
7543,United States,2/10/1999,2
7544,Unknown,2/10/1999,2
4923,United States|Unknown|Australia,4/6/1998,4
7546,Norway,2/10/1999,3
7547,United States,2/10/1999,2
19348,United States|Unknown,9/5/2001,2
19349,United States|Canada,8/26/2001,5
16138,United States|England,11/18/2000,2
16139,Canada,11/18/2000,3
16136,United States,11/18/2000,2
16137,United States|Unknown,11/18/2000,2
16134,United Kingdom|United States|Australia|Canada|Unknown,11/9/2000,16
16135,United States,11/17/2000,3
19340,United States,9/4/2001,2
16133,United Kingdom,11/18/2000,2
16130,United Kingdom|Unknown,11/18/2000,4
16131,United Kingdom|Unknown,11/12/2000,5
55964,United Kingdom|Australia|Pakistan,10/8/2011,11
33553,Canada|Unknown|United Kingdom,5/24/2005,4
8031,United States,3/19/1999,2
42478,United States,9/5/2007,3
42479,United Kingdom|Unknown|France,9/6/2007,2
10998,United Kingdom,11/11/1999,3
10999,Canada|Australia|Libya|Unknown|United States|Norway,10/22/1999,34
10996,United States,11/5/1999,3
10997,United Kingdom|New Zealand,11/11/1999,2
10994,United States,11/10/1999,2
10995,United States|Unknown,11/10/1999,2
10992,United States,11/10/1999,2
10993,United States,11/10/1999,2
10990,United States,11/10/1999,2
10991,Unknown,11/10/1999,2
55962,Unknown,10/7/2011,2
55963,Unknown,10/10/2011,2
48278,United States,8/5/2009,2
4729,United States|Unknown,2/20/1998,2
2213,England,6/5/1996,2
2212,Canada,6/3/1996,2
2211,United States,6/3/1996,2
2210,United States|Unknown,6/3/1996,2
2217,United States,6/6/1996,4
2216,United States,6/6/1996,2
2215,United States|Unknown,6/1/1996,2
2214,United States|Unknown|Canada,5/24/1996,4
2219,Canada,6/6/1996,2
2218,United States,6/5/1996,3
43028,United States,11/6/2007,2
43029,United States,11/6/2007,2
43022,United States|France,10/24/2007,4
43023,United States,11/5/2007,5
43020,United States|Unknown|Ireland,10/26/2007,3
43021,United Kingdom,11/5/2007,3
43026,Unknown,11/5/2007,2
43027,United States,11/1/2007,2
43024,Unknown,11/5/2007,2
43025,United Kingdom,11/5/2007,2
46218,United States,11/8/2008,2
46219,Unknown,11/7/2008,2
38983,Unknown,10/31/2006,2
46212,Unknown,11/7/2008,2
46213,Canada|United Kingdom|Australia|England|Unknown|India|Azerbaijan|France|United States|China|Ireland|Sri Lanka|New Zealand|Norway,9/10/2008,91
46210,United States,11/7/2008,2
46211,Ireland,11/6/2008,4
46216,United States|Unknown,11/7/2008,5
46217,United Kingdom,11/8/2008,2
46214,United States|Unknown,11/6/2008,8
46215,Unknown,11/8/2008,2
34532,United Kingdom,8/24/2005,2
46835,Unknown|New Zealand,1/21/2009,9
49386,United States|Unknown,12/15/2009,2
38982,United States|Unknown,10/25/2006,3
57839,United States|Netherlands|South Africa,4/3/2012,2
11649,United States,12/18/1999,2
11648,United States|Unknown,12/17/1999,8
34534,United States,8/24/2005,4
11641,United States,12/18/1999,2
11640,United States,12/18/1999,2
11643,United States,12/18/1999,2
11642,United States,12/18/1999,2
11645,United Kingdom,12/18/1999,2
11644,United States|Unknown,12/14/1999,2
11647,United States,12/19/1999,2
11646,United Kingdom,12/18/1999,2
17777,Canada|Australia,4/4/2001,5
17776,United States|Unknown|Australia|United Kingdom,4/2/2001,6
17775,Canada|United States,4/2/2001,10
17774,United States,4/6/2001,3
17773,United States,4/8/2001,2
17772,United Kingdom|Australia,4/8/2001,2
17771,United States,4/8/2001,2
17770,United States,4/8/2001,2
17779,Unknown,4/9/2001,2
17778,United States|Unknown,4/8/2001,3
6974,United States,1/6/1999,2
27949,United States|Unknown,12/31/2003,2
27948,United States,1/5/2004,2
27943,United States|Unknown,12/29/2003,7
27942,United Kingdom,1/5/2004,3
27941,United States,1/5/2004,2
27940,Australia,1/5/2004,2
27947,United States,1/5/2004,2
27946,Unknown,1/5/2004,2
27945,Unknown,1/4/2004,3
27944,United States,1/4/2004,2
21394,Canada,4/5/2002,2
21395,United States,4/5/2002,2
21396,Unknown,4/1/2002,2
21397,United States|Unknown,4/3/2002,2
21390,United States,4/5/2002,2
21391,New Zealand,4/5/2002,2
21392,United States,4/5/2002,2
21393,United States,3/29/2002,3
21398,United Kingdom,4/5/2002,3
21399,Unknown|Australia,4/3/2002,3
20447,Unknown,1/9/2002,2
20446,United States,1/9/2002,2
20445,Canada,1/9/2002,2
20444,United States,1/9/2002,2
27495,Canada,11/17/2003,4
20442,United States|Unknown,1/9/2002,3
20441,United States,1/9/2002,2
27496,United Kingdom,11/20/2003,2
27499,United States,11/20/2003,2
27498,United States,11/20/2003,2
45749,South Africa|France,9/3/2008,2
45748,United Kingdom,9/4/2008,2
20449,Australia,1/2/2002,3
20448,United Kingdom|Ireland,1/9/2002,2
30284,United States,7/28/2004,2
9289,Australia,6/24/1999,5
9288,Canada,6/26/1999,4
9285,United States,6/26/1999,2
9284,United States,6/25/1999,2
9287,Unknown|New Zealand,6/24/1999,4
9286,United Kingdom,6/26/1999,2
9281,Australia,6/25/1999,2
9280,United States|Unknown,6/18/1999,2
9283,United States,6/25/1999,2
9020,United States,6/5/1999,2
30285,United States|Unknown,7/12/2004,19
10206,Unknown,8/30/1999,2
10207,United Kingdom|United States,8/29/1999,6
10204,United Kingdom|New Zealand|Australia,8/29/1999,6
10205,United States,8/30/1999,2
10202,United States,8/30/1999,2
10203,United States,8/30/1999,2
10200,United States,8/30/1999,3
10201,United States|Unknown,8/30/1999,2
37256,United States|Unknown,5/11/2006,2
57157,Malaysia|Singapore,1/27/2012,2
10208,United States|Unknown,8/30/1999,2
10209,United States|Canada,8/25/1999,4
37968,United States,7/14/2006,3
37969,New Zealand,7/20/2006,2
9108,United States,6/13/1999,2
37960,United States,7/19/2006,2
37961,United States,7/15/2006,2
37962,United States|Unknown|Australia|United Kingdom,7/16/2006,4
37963,United States|Unknown,7/20/2006,2
37964,Unknown,7/20/2006,2
37258,United States|Australia,5/15/2006,5
37966,United Kingdom|Unknown,7/19/2006,3
37967,United States|Unknown,7/20/2006,3
30998,Unknown,9/29/2004,6
30999,Unknown,9/29/2004,6
34439,United States|England,8/15/2005,2
34438,United States|Unknown,8/15/2005,3
45846,Japan,9/4/2008,10
30990,United States,10/13/2004,2
30991,Netherlands|South Africa,10/12/2004,2
30992,United States,10/13/2004,3
30993,Unknown,10/12/2004,2
30994,United States,10/13/2004,3
30995,Unknown,10/11/2004,2
30996,United States|Unknown,10/11/2004,4
30997,Canada,10/13/2004,2
26720,United States,8/28/2003,2
26721,United States|Unknown,8/28/2003,3
26722,United States|Unknown,8/28/2003,2
26723,Unknown,8/28/2003,2
26724,United States,8/28/2003,2
26725,United States|Unknown|China|France,8/21/2003,5
26726,United States|Unknown,8/28/2003,6
26727,United States,8/29/2003,2
26728,United States,8/29/2003,2
26729,United Kingdom|Unknown,8/29/2003,2
50268,United States|Unknown,3/1/2010,2
50269,United Kingdom|Ireland,2/27/2010,2
55784,United States|Unknown,9/15/2011,6
2989,United States,3/9/1997,2
2988,United States|Unknown|Canada|Libya,3/10/1997,5
24379,United States|Canada,1/25/2003,4
24378,United States,1/25/2003,2
24375,United States,1/25/2003,2
24374,United States|Unknown,1/24/2003,3
24377,United States,1/24/2003,2
24376,United Kingdom,1/25/2003,2
24371,Australia,1/21/2003,2
24370,Australia,1/23/2003,3
24373,United States|Unknown|Canada,1/6/2003,18
24372,Canada,1/25/2003,2
9106,United States|Unknown,6/11/1999,4
55785,United States|Unknown,9/23/2011,2
42180,United Kingdom,8/6/2007,2
50192,United Kingdom,2/21/2010,2
50193,South Africa,2/21/2010,2
50190,Malaysia,2/18/2010,3
50191,India,2/21/2010,2
50196,United States|Unknown,2/19/2010,3
50197,United States|Unknown|Azerbaijan,2/14/2010,6
50194,Unknown|Norway,2/21/2010,2
50195,United States,2/18/2010,2
50198,Netherlands|South Africa,2/20/2010,2
50199,New Zealand,2/22/2010,2
55786,Unknown,9/21/2011,2
28717,Unknown,3/2/2004,2
28716,Unknown,3/8/2004,2
28715,United States,3/8/2004,2
28714,United States,3/3/2004,3
28713,United States|United Kingdom|Unknown,3/5/2004,5
28712,Norway,2/29/2004,2
28711,United Kingdom,3/7/2004,2
28710,United Kingdom,3/7/2004,2
28719,Canada,3/9/2004,4
28718,Canada|United States|United Kingdom|Unknown,3/2/2004,8
438,Unknown,6/7/1991,2
439,United States,6/10/1991,2
436,United States|Unknown|Canada,6/5/1991,14
437,United States,6/7/1991,2
434,United States,6/6/1991,2
435,United States,6/6/1991,2
432,United States|China|England,5/30/1991,6
433,United States,6/4/1991,3
430,United States,6/4/1991,2
431,United States,6/4/1991,4
9105,Canada|United States|Unknown|United Kingdom|Ireland|New Zealand,5/31/1999,38
8948,United States,5/30/1999,2
55780,United States|Canada,9/22/2011,2
32871,Mexico,3/23/2005,2
32870,United States|Unknown,3/21/2005,4
32873,Unknown,3/23/2005,2
32872,United States,3/23/2005,3
32875,United States,3/22/2005,2
32874,Canada,3/23/2005,3
32877,United States|Unknown,3/22/2005,8
32876,United States,3/23/2005,2
32879,United Kingdom,3/23/2005,2
32878,United States,3/23/2005,2
9102,Ireland,6/12/1999,2
55018,Japan,6/16/2011,7
55019,United States|Unknown,7/1/2011,3
55781,United States,9/22/2011,2
45848,United States,9/19/2008,3
35470,Unknown,12/3/2005,2
35471,United States,12/3/2005,2
35472,Australia,12/3/2005,2
35473,Australia,12/3/2005,2
35474,United States,12/3/2005,2
35475,Canada|Unknown,12/3/2005,3
35476,United States|Unknown,11/26/2005,5
35477,United States,12/3/2005,2
35478,United States,12/2/2005,2
35479,United States|England,12/3/2005,2
9260,United Kingdom,6/24/1999,2
23808,United States|England,12/2/2002,2
23809,United States,12/2/2002,2
51384,United States,6/29/2010,2
42181,United Kingdom,8/6/2007,2
9100,Ireland,6/12/1999,3
23802,United States,12/2/2002,3
23803,Norway,12/2/2002,2
23800,Unknown,12/2/2002,2
23801,United States,12/2/2002,2
23806,Australia,11/23/2002,5
23807,United States,12/2/2002,3
23804,United States,12/2/2002,2
23805,Canada|Unknown,12/2/2002,2
27138,United States,10/17/2003,2
27139,United States,10/16/2003,2
27132,United States,10/17/2003,2
27133,United States|Unknown,10/15/2003,4
27130,United States|England,10/17/2003,3
27131,United Kingdom|Unknown,10/16/2003,3
27136,Canada|Unknown,10/17/2003,2
27137,United States,10/17/2003,2
27134,United States,10/17/2003,2
27135,United States|Unknown,10/17/2003,2
25400,United States|Canada|Australia,4/22/2003,5
25401,United States,4/28/2003,2
25402,Malaysia,4/28/2003,2
25403,United States,4/28/2003,2
25404,Ireland,4/28/2003,3
25405,United States,4/28/2003,2
25406,Unknown,4/24/2003,3
25407,United Kingdom,4/28/2003,2
25408,United States,4/28/2003,2
25409,France,4/28/2003,2
46935,United States|Unknown,2/4/2009,2
32295,United States,2/2/2005,3
32294,New Zealand,2/2/2005,2
32297,United States,2/2/2005,2
32296,New Zealand,2/2/2005,2
32291,United States,2/2/2005,4
32290,Unknown,1/25/2005,2
32293,United States|Australia,1/29/2005,2
32292,Unknown|Australia,2/2/2005,2
46933,United States,2/4/2009,2
32299,United Kingdom,2/2/2005,2
32298,United States,2/2/2005,2
46932,United States,2/4/2009,2
51386,United Kingdom|Unknown,6/29/2010,2
28656,Australia,3/3/2004,2
46931,United States,2/4/2009,2
28657,United States|Unknown,2/28/2004,3
46930,Australia,1/29/2009,2
28654,United States,3/3/2004,2
9265,United States|Unknown,6/22/1999,4
24769,United Kingdom,2/28/2003,2
28652,England,2/18/2004,4
51387,United Kingdom,6/29/2010,3
28653,Canada,2/26/2004,3
39962,United States,1/20/2007,3
39963,Unknown,1/26/2007,2
39960,Unknown,1/24/2007,2
39961,United States|Unknown,1/26/2007,2
39966,Unknown,1/25/2007,2
28650,United States,3/2/2004,2
39964,Unknown,1/25/2007,2
39965,United Kingdom|Unknown,1/26/2007,5
54789,United States|Unknown,6/8/2011,2
39968,United States|England,1/26/2007,3
28651,United States,3/2/2004,2
9264,United States|China,6/23/1999,6
5355,United States|Unknown,7/10/1998,2
32123,United States|England,1/20/2005,2
24762,Australia,2/27/2003,2
32121,United States,1/20/2005,3
32120,United States,1/19/2005,2
32127,United States,1/20/2005,2
32126,United Kingdom,1/20/2005,2
32125,United States,1/20/2005,2
24763,United States,2/28/2003,3
5353,Australia,7/9/1998,2
32129,United Kingdom,1/14/2005,2
32128,United States|England,1/20/2005,4
51380,United States|Unknown,6/27/2010,2
5352,United States|Unknown|France,7/10/1998,4
5351,Australia,7/10/1998,2
5350,United Kingdom|Unknown,7/10/1998,2
26265,Canada,7/14/2003,2
26264,Canada|Unknown,7/13/2003,2
26267,United States|Unknown,7/14/2003,3
26266,United States,7/14/2003,4
26261,United Kingdom,7/13/2003,4
28658,Australia,3/3/2004,2
26263,Australia,7/14/2003,2
26262,Unknown|Australia,7/14/2003,7
56095,Unknown,10/20/2011,2
56094,India,10/23/2011,2
51381,United States|South Africa,6/28/2010,2
28659,Unknown,3/3/2004,2
26269,United States,7/15/2003,2
26268,Ireland,7/13/2003,3
56093,United States,10/23/2011,2
56092,United States|Unknown,10/23/2011,4
57328,United States|Unknown,2/12/2012,2
57329,United States,2/12/2012,2
57324,Australia,2/11/2012,2
57325,United States,2/11/2012,2
57326,United States,2/12/2012,2
57327,India,2/12/2012,2
57320,New Zealand,2/11/2012,3
57321,India,2/10/2012,4
57322,India,2/10/2012,2
57323,Unknown|Australia,2/10/2012,5
37511,United States,6/8/2006,2
37510,New Zealand,6/7/2006,2
37513,Norway,6/8/2006,2
37512,Canada|United States,6/7/2006,9
37515,United States|United Kingdom|India,6/3/2006,5
37514,Australia,6/6/2006,3
37517,Thailand,6/6/2006,2
37516,Unknown|India,6/7/2006,3
37519,Japan,6/7/2006,2
37518,Unknown,6/5/2006,2
3799,Unknown,11/4/1997,3
3798,Unknown,10/27/1997,2
9269,United States,6/25/1999,2
3795,United States|Unknown,10/23/1997,4
3794,United States,11/2/1997,2
3797,United States,11/2/1997,2
3796,United States,11/3/1997,2
3791,United Kingdom|Unknown,10/31/1997,2
3790,United States|Unknown|Australia,10/27/1997,3
3793,United States,10/30/1997,3
3792,United States,10/31/1997,2
2154,United States,5/5/1996,2
2155,United States,5/5/1996,2
2156,United States|Canada,5/1/1996,5
2157,United States,5/5/1996,2
2150,United States|Australia,4/24/1996,2
2151,United States,4/28/1996,2
2152,United States,5/2/1996,2
2153,United States,5/2/1996,4
4989,Unknown,4/25/1998,2
4988,United States,4/25/1998,2
2158,United States,5/7/1996,2
2159,United States|Unknown,5/9/1996,2
9268,United States|Unknown,6/23/1999,17
9341,United States,6/26/1999,4
14068,United States,5/13/2000,2
14069,United States|Unknown,5/14/2000,2
14066,United States,5/11/2000,3
14067,United States,5/14/2000,2
14064,United States,5/12/2000,2
14065,New Zealand,5/14/2000,2
14062,United States,5/10/2000,4
14063,Malaysia|Singapore,5/11/2000,4
14060,United States,5/13/2000,2
14061,United States,5/13/2000,2
3249,United States,6/1/1997,2
3248,Canada,6/3/1997,2
3243,United States,5/29/1997,4
3242,United States,6/2/1997,2
3241,Unknown,6/2/1997,3
3240,Canada|United States,5/30/1997,2
3247,Canada|United States,5/30/1997,2
3246,United States,6/2/1997,2
3245,Unknown,6/2/1997,2
3244,United States|Unknown|China|France,5/26/1997,8
54742,United States|Unknown,5/23/2011,5
14117,United States,5/19/2000,2
4310,United States,1/14/1998,2
4311,Unknown,1/14/1998,2
4312,United States|Unknown,1/7/1998,7
38774,United States,10/10/2006,2
38775,Unknown,10/10/2006,2
38776,United States,10/10/2006,3
38777,United States,10/10/2006,2
38770,United States|Unknown,10/10/2006,3
38771,Russia,10/10/2006,2
38772,Unknown,10/9/2006,2
38773,Australia,10/10/2006,2
55942,United States,10/8/2011,2
4314,Canada|Unknown|United States|France,1/6/1998,16
38778,Canada,10/10/2006,2
38779,Australia,10/8/2006,2
4315,United Kingdom|United States|Australia|Unknown,1/2/1998,9
30561,United States,8/21/2004,2
30560,United States|Unknown,8/21/2004,2
30563,Canada,8/18/2004,3
30562,Canada,8/21/2004,3
30565,United Kingdom,8/21/2004,2
30564,Australia,8/21/2004,2
30567,United States|Unknown,8/14/2004,12
30566,United States|Unknown,8/18/2004,3
30569,United States|Unknown|Australia|India|Canada,8/18/2004,6
30568,Canada|United States|Unknown,8/20/2004,4
37696,United States,6/25/2006,2
13498,United States|China,3/26/2000,2
40144,Canada,2/10/2007,2
40145,New Zealand,2/10/2007,2
40146,United States,2/9/2007,3
13499,United States,3/28/2000,2
40140,United States|Australia,2/9/2007,2
40141,United States|Unknown|United Kingdom|Canada,1/29/2007,9
40142,Canada|Unknown|United States,1/29/2007,4
40143,United States|England,2/10/2007,2
53005,United States,12/18/2010,2
40148,United States,2/11/2007,2
40149,United States,2/11/2007,2
53004,United Kingdom|Unknown,12/16/2010,2
47497,United States,4/23/2009,2
47496,United States|Canada,4/22/2009,3
47495,United States,4/16/2009,4
47494,United States|South Africa,4/22/2009,2
18189,United States,5/17/2001,2
18188,United States,5/17/2001,3
47491,United States|Unknown,4/22/2009,2
47490,United Kingdom,4/21/2009,5
18185,United States|Unknown,5/13/2001,5
18184,Canada|Unknown,5/17/2001,2
18187,United States,5/17/2001,2
18186,United States,5/17/2001,2
18181,United States,5/17/2001,2
18180,United States,5/17/2001,3
18183,United States,5/17/2001,2
18182,United States|Unknown,5/14/2001,2
13492,Canada|Korea,3/25/2000,2
13493,United States|Unknown,3/20/2000,2
58346,United States,5/19/2012,2
48590,United States|Canada|Unknown,9/9/2009,7
519,United States|Unknown,9/23/1991,4
43336,United States,12/6/2007,5
43337,Unknown,12/6/2007,3
